benchmark_id,detector,source_proton_MeV,shield_thickness_cm,off_axis_cm,energy_lower_MeV,energy_upper_MeV,lethargy_flux_n_cm2_per_uC,error_percent,geometry_id,source_normalization_id,additional_iron_collimator_cm,peak_source_intensity_x1e9_n_sr_uC,peak_source_intensity_n_sr_uC
N002_JAERI_TIARA_68MEV,BC501A,68,25,40,30,31,27.2,6.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,25,40,29,30,26.3,5.7,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,25,40,28,29,25.7,5.1,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,25,40,27,28,25.3,5.2,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,25,40,26,27,25.2,6.4,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,25,40,25,26,25.1,8.8,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,25,40,24,25,24.8,10.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,25,40,23,24,24.2,9.9,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,25,40,22,23,23.2,8.2,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,25,40,21,22,22.0,6.1,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,25,40,20,21,20.4,4.6,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,25,40,19,20,18.8,6.1,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,25,40,18,19,17.4,9.5,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,25,40,17,18,16.6,10.6,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,25,40,16,17,16.2,7.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,25,40,15,16,15.9,5.2,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,25,40,14,15,15.5,6.6,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,25,40,13,14,14.9,4.8,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,25,40,12,13,14.4,5.9,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,25,40,11,12,14.4,7.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,25,40,10,11,14.6,6.4,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,25,40,9,10,14.7,5.4,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,25,40,8,9,14.8,4.9,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,25,40,7,8,15.4,4.5,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,68,70,3120.0,5.0,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,66,68,6410.0,4.8,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,64,66,9060.0,4.5,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,62,64,9240.0,4.4,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,60,62,6950.0,4.8,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,58,60,3920.0,5.2,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,56,58,1790.0,5.1,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,54,56,930.0,6.3,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,52,54,846.0,7.6,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,50,52,985.0,6.3,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,48,50,1070.0,5.6,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,46,48,1050.0,5.3,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,44,46,953.0,5.2,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,43,44,857.0,5.4,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,42,43,793.0,5.5,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,41,42,734.0,5.8,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,40,41,682.0,6.3,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,39,40,638.0,6.9,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,38,39,598.0,7.6,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,37,38,563.0,8.2,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,36,37,531.0,8.8,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,35,36,500.0,9.3,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,34,35,471.0,9.8,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,33,34,446.0,10.2,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,32,33,427.0,10.5,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,31,32,416.0,10.5,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,30,31,412.0,10.6,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,29,30,413.0,10.7,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,28,29,414.0,11.1,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,27,28,411.0,11.8,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,26,27,399.0,12.8,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,25,26,378.0,13.6,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,24,25,348.0,14.2,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,23,24,311.0,13.9,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,22,23,270.0,12.5,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,21,22,227.0,10.0,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,20,21,185.0,7.3,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,19,20,147.0,10.5,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,18,19,116.0,17.1,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,17,18,94.5,21.2,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,16,17,82.2,20.8,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,15,16,76.9,17.6,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,14,15,75.7,15.3,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,13,14,76.4,15.7,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,12,13,78.2,18.4,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,11,12,81.3,20.4,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,10,11,85.5,18.8,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,9,10,90.6,12.0,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,8,9,95.6,8.4,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,7,8,97.4,29.9,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,0,6,7,90.1,55.4,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,68,70,177.0,6.4,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,66,68,478.0,10.0,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,64,66,798.0,7.0,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,62,64,749.0,6.8,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,60,62,457.0,12.3,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,58,60,216.0,15.6,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,56,58,128.0,9.5,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,54,56,132.0,12.0,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,52,54,153.0,7.7,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,50,52,167.0,6.2,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,48,50,174.0,6.2,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,46,48,175.0,6.3,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,44,46,173.0,6.1,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,43,44,170.0,6.1,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,42,43,166.0,6.1,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,41,42,163.0,6.3,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,40,41,159.0,6.8,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,39,40,156.0,7.4,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,38,39,152.0,7.9,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,37,38,148.0,8.2,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,36,37,144.0,8.2,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,35,36,139.0,7.9,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,34,35,134.0,7.7,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,33,34,128.0,7.5,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,32,33,121.0,7.6,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,31,32,114.0,7.7,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,30,31,107.0,7.8,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,29,30,101.0,7.6,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,28,29,95.9,7.4,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,27,28,91.7,7.7,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,26,27,87.6,8.5,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,25,26,83.3,9.5,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,24,25,78.6,10.3,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,23,24,73.7,10.3,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,22,23,68.9,9.2,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,21,22,64.3,7.3,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,20,21,60.0,5.6,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,19,20,56.1,8.1,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,18,19,52.4,11.1,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,17,18,48.5,12.3,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,16,17,44.4,10.8,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,15,16,40.5,7.6,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,14,15,37.5,6.8,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,13,14,35.7,5.3,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,12,13,34.5,7.3,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,11,12,33.4,8.8,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,10,11,32.7,8.8,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,9,10,32.8,7.7,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,8,9,33.8,5.6,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,20,7,8,32.2,6.8,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,40,68,70,8.31,10.1,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,40,66,68,29.9,13.7,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,40,64,66,59.0,8.2,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
N002_JAERI_TIARA_68MEV,BC501A,68,50,40,62,64,67.4,7.2,JAERI_68MEV_BC501A_T050_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
