benchmark_id,detector,source_proton_MeV,shield_thickness_cm,off_axis_cm,energy_lower_MeV,energy_upper_MeV,lethargy_flux_n_cm2_per_uC,error_percent,geometry_id,source_normalization_id,additional_iron_collimator_cm,peak_source_intensity_x1e9_n_sr_uC,peak_source_intensity_n_sr_uC
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,32,33,183.0,10.7,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,31,32,197.0,10.6,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,30,31,205.0,10.3,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,29,30,207.0,9.9,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,28,29,203.0,10.5,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,27,28,192.0,13.3,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,26,27,176.0,18.8,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,25,26,158.0,25.5,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,24,25,143.0,30.7,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,23,24,133.0,30.7,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,22,23,130.0,24.8,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,21,22,130.0,14.7,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,20,21,132.0,5.3,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,19,20,133.0,11.2,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,18,19,130.0,18.1,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,17,18,119.0,18.9,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,16,17,103.0,12.5,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,15,16,87.5,5.4,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,14,15,78.4,7.1,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,13,14,77.5,5.1,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,12,13,80.4,12.9,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,11,12,81.4,18.2,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,10,11,78.4,18.4,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,9,10,73.7,15.7,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,8,9,68.0,8.8,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,7,8,56.9,15.0,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,6,7,48.2,38.4,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,5,6,50.1,28.5,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,0,4,5,32.0,73.7,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,43,44,76.4,30.7,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,42,43,139.0,35.2,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,41,42,222.0,23.7,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,40,41,296.0,8.6,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,39,40,316.0,8.0,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,38,39,266.0,15.7,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,37,38,179.0,18.6,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,36,37,107.0,14.8,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,35,36,70.6,8.3,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,34,35,58.4,8.9,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,33,34,55.5,8.7,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,32,33,54.6,7.7,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,31,32,53.6,7.4,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,30,31,52.3,7.9,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,29,30,50.7,9.0,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,28,29,49.1,10.8,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,27,28,47.5,13.2,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,26,27,46.0,15.9,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,25,26,44.4,18.1,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,24,25,42.7,19.1,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,23,24,40.6,18.2,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,22,23,38.3,15.1,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,21,22,35.8,9.9,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,20,21,33.1,4.9,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,19,20,30.6,7.8,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,18,19,28.4,11.9,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,17,18,26.7,12.2,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,16,17,25.4,8.9,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,15,16,24.2,5.8,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,14,15,23.1,5.2,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,13,14,22.0,6.8,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,12,13,20.9,10.7,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,11,12,19.9,14.0,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,10,11,19.2,14.7,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,9,10,19.0,11.9,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,8,9,19.4,4.6,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,7,8,20.2,18.6,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,20,6,7,19.5,42.0,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,43,44,11.5,20.5,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,42,43,22.4,21.3,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,41,42,33.4,15.5,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,40,41,40.1,7.0,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,39,40,40.1,7.7,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,38,39,33.9,14.2,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,37,38,24.7,15.8,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,36,37,16.9,10.7,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,35,36,12.8,6.3,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,34,35,11.4,8.1,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,33,34,11.0,7.9,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,32,33,10.6,7.2,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,31,32,10.3,6.9,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,30,31,9.85,7.2,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,29,30,9.36,8.1,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,28,29,8.81,9.6,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,27,28,8.21,12.1,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,26,27,7.61,15.1,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,25,26,7.1,17.8,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,24,25,6.77,19.0,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,23,24,6.66,17.5,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,22,23,6.77,13.6,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,21,22,7.03,8.3,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,20,21,7.33,4.7,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,19,20,7.5,5.9,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,18,19,7.4,7.7,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,17,18,6.98,7.7,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,16,17,6.34,6.3,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,15,16,5.75,5.0,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,14,15,5.4,4.8,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,13,14,5.34,5.5,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,12,13,5.43,7.3,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,11,12,5.51,8.7,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,10,11,5.51,8.8,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,9,10,5.41,7.5,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,8,9,5.06,4.5,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,50,40,7,8,4.09,14.8,JAERI_43MEV_BC501A_T050_FE040,JAERI_43MEV_PEAK_3.45E9_N_SR_UC,40.0,3.45,3450000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,100,0,43,44,7.98,7.7,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,100,0,42,43,16.6,5.7,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,100,0,41,42,27.4,4.8,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,100,0,40,41,35.9,4.5,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,100,0,39,40,37.3,4.9,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,100,0,38,39,31.0,5.9,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,100,0,37,38,21.3,6.6,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,100,0,36,37,13.1,5.8,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,100,0,35,36,8.37,5.0,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,100,0,34,35,6.42,7.4,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,100,0,33,34,5.78,8.0,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,100,0,32,33,5.53,7.6,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,100,0,31,32,5.31,7.6,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,100,0,30,31,5.06,7.7,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,100,0,29,30,4.8,7.8,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,100,0,28,29,4.54,8.7,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,100,0,27,28,4.29,11.0,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,100,0,26,27,4.04,15.0,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,100,0,25,26,3.75,19.9,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,100,0,24,25,3.4,23.7,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,100,0,23,24,3.03,24.8,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,100,0,22,23,2.68,21.9,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,100,0,21,22,2.38,14.7,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,100,0,20,21,2.17,5.7,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
N001_JAERI_TIARA_43MEV,BC501A,43,100,0,19,20,2.03,12.9,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
